Product Name,Product URL,Product Price,Product Rating,Product Rating Count,ASIN,Manufacturer,Description
"WALKENT Stylish 15.6"" Large Laptop Bag | Premium Leather | Flap & Zipper Closure | Waterproof | USB | Side Pockets |for Men, Women, Office, College - Ritzy (28 LTR, 1 Main Compartment)",https://aax-eu.amazon.in/x/c/RGGSY9o3zd-hzlqJta0ti8AAAAGLQ0sfgQMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICB99JzO/https://www.amazon.in/WALKENT-Stylish-Premium-Leather-Waterproof/dp/B09Q172X7J/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=Bags&keywords=Bags&pd_rd_i=B09Q172X7J&pd_rd_r=65e63fe3-5469-49fc-a463-ccd2d3a5e343&pd_rd_w=4XpP2&pd_rd_wg=21PeW&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=GRSNVP6ZS9TTQ1743VFB&qid=1697641077&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-65-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"2,751",4.2 out of 5 stars,76,Not found,Not found,Not found
"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODg2NTcyMDcwMjQxNjU1OjE2OTc2NDEwODU6c3BfYXRmX25leHQ6MjAxNDUzNTcxMDIyOTg6OjA6Og&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0C1CBY2PJ%2Fref%3Dsr_1_81_sspa%3Fkeywords%3DBags%26qid%3D1697641085%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"2,300",3.7 out of 5 stars,42,B0C1CBY2PJ,Acefour Accessories Pvt. Ltd.,Not found
Swiss Military Laptop Soft Roller Case Cum Backpack | 23-Liter Trolley Bag with Rain Cover | Quick Access Pockets | Model: LTB5A,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODg2NTcyMDcwMjQxNjU1OjE2OTc2NDEwODU6c3BfYXRmX25leHQ6MjAwODI2NTgwMjM4OTg6OjA6Og&url=%2FSwiss-Military-Backpack-Pockets-LTB5A%2Fdp%2FB0BHJ9WMZK%2Fref%3Dsr_1_82_sspa%3Fkeywords%3DBags%26qid%3D1697641085%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA9XP90DC1X0F8,"3,299",4.2 out of 5 stars,"1,087",B0BHJ9WMZK,"SWISS MILITARY CONSUMER GOODS LIMITED; W-39, OKHLA INDUSTRIAL AREA PHASE-2, NEW DELHI - 110020",Not found
"Presto! Oxo-Biodegradable Garbage Bags (Black, Medium, 19 x 21 inches) - 30 Bags/ Roll - Pack of 3(Plastic)",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDH2LCP/ref=sr_1_83?keywords=Bags&qid=1697641085&sr=8-83,169,4.1 out of 5 stars,542,B08TDH2LCP,Presto!,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Line them up in your bedroom or bathroom dustbins or use them to segregate dry and wet waste in the kitchen. Effectively clear out messy trash like baby diapers and kitty litter! Handy at offices or hotels, they?re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. These medium-sized bags easily fit any normal dustbins. They are available in black colour in a pack of 3 rolls, and each roll contains 30 bags for your convenience."
"Shalimar Large Capacity Travel Bag/Storage Bag/Move-in Bags/Duffel Bag - Strong, Durable, Foldable and Water Resistant (Pack of 1) (Blue)",https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_84?keywords=Bags&qid=1697641085&sr=8-84,257,4.3 out of 5 stars,609,B09TPHFMX7,"Vikrant Extrusions, Daman",Not found
"Zureni OXO-Biodegradable Garbage Dustbin Bags (Large, 60 x 81 cm) Drawstring Anti-drip Trash Waste Basket Bag for Kitchen Office Warehouse Pantry (Black, Green, Blue, 3 x 15 Pcs/Roll)",https://www.amazon.in/Zureni-OXO-Biodegradable-Drawstring-Anti-drip-Warehouse/dp/B0BTHC4F2T/ref=sr_1_85?keywords=Bags&qid=1697641085&sr=8-85,149,4.3 out of 5 stars,101,Not found,Not found,"A tie string can be used to quickly dispose of the Zureni garbage bags. The bag is made of high-quality materials and has seal bottoms, making it durable and tear-resistant. The bags are easily separated from the roll thanks to perforation technology. Because it is easy to dispose of, this garbage bag keeps the environment clean and maintains hygiene around you. Ideal for use in the home, office, and hotels, among other places."
PALAY® Tote Bags For Women Bag Corduroy Large Capacity Reusable Shopping Bag Washable Shoulder Bags HandBags for School Work Shopping Travel Daily Use Grocery,https://www.amazon.in/Corduroy-Reusable-Shopping-Washable-Shoulder/dp/B0BNX437F8/ref=sr_1_81?keywords=Bags&qid=1697641085&sr=8-81,488,3.8 out of 5 stars,369,B0BNX437F8,PALAY,Not found
PLAYY BAGS Small 12 L daypack Small Bag for Daily Use - 2 Compartment Mini daypack,https://www.amazon.in/PLAYY-BAGS-Polyester-Business-Shoulder/dp/B0CJC93HDH/ref=sr_1_82?keywords=Bags&qid=1697641085&sr=8-82,224,3.9 out of 5 stars,526,B0CJC93HDH,GEETIKA TRADERS,"Introducing the PlayyBags Small 12 L Daypack Backpack - your ideal companion for daily adventures and effortless style. Designed with practicality and minimalist charm, this small bag is perfect for those who appreciate simplicity and functionality in their everyday accessories. **Minimalist Design, Maximum Versatility:** Our Small 12 L Backpack is a testament to the beauty of simplicity. The clean and understated design makes it an elegant accessory for any occasion, whether you're heading to work, a coffee shop, or a casual day out with friends. **Compact Yet Spacious:** With its 12-liter capacity, this backpack offers more room than you'd expect from its compact size. The single spacious compartment is perfectly designed to hold your everyday essentials, from a tablet or e-reader to your wallet, keys, and a small water bottle. **Effortless Organization:** Stay organized with ease as you make use of the backpack's single compartment. No fuss, no frills – just practicality. Your essentials will have a dedicated home within this smartly designed bag. **Comfortable Carry:** The PlayyBags Small 12 L Backpack is built for comfort. Its adjustable shoulder straps ensure a snug and customizable fit, making it comfortable to wear all day long. Whether you're commuting, shopping, or exploring the city, this bag will never weigh you down. **Durable and Dependable:** Quality craftsmanship ensures that this small bag is built to last. The high-quality materials and robust stitching guarantee its longevity, making it a reliable companion for your daily life. **Small Bag, Big Style:** The minimalistic design of this backpack is its hallmark. Its unassuming style complements any outfit, allowing you to express your personality effortlessly, whether you're dressing up or down."
Beco Eco Friendly Biodegradable OXO Garbage Bags for Dustbin | 90 Pcs | Medium 19 X 21 Inches | Pack of 3 | Green,https://www.amazon.in/Beco-Friendly-Biodegradable-Garbage-Dustbin/dp/B0C23JH4B4/ref=sr_1_83?keywords=Bags&qid=1697641085&sr=8-83,165,4.1 out of 5 stars,"4,352",Not found,Not found,Not found
Skybags Unisex Gucci Fabric Backpacks,https://www.amazon.in/Skybags-Unisex-Black-Fabric-Backpacks/dp/B0B21YQX55/ref=sr_1_84?keywords=Bags&qid=1697641085&sr=8-84,774,4.3 out of 5 stars,203,B0B21YQX55,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",Not found
Bennett Khadi and Polyester Drax Laptop Bag Sleeve Case Cover Pouch for 15/15.6 inches Laptop Apple/Dell/Lenovo/ASUS/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Idea Pad/Surfacepro for Laptops (Blue),https://www.amazon.in/Bennett-Polyester-Drax-Ultrabook-Surfacepro/dp/B091NZ9MYB/ref=sr_1_85?keywords=Bags&qid=1697641085&sr=8-85,257,3.7 out of 5 stars,163,Not found,Not found,Not found
FASTiNFO - 25L Laptop Backpack | Casual Travel Bagpack | College Bag | Travel Bag for Laptop | Water-Resistant | School Office Bag for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODg2NTcyMDcwMjQxNjU1OjE2OTc2NDEwODU6c3BfbXRmOjMwMDA3MjU3ODU5NDczMjo6MDo6&url=%2FFASTiNFO-Backpack-Bagpack-College-Water-Resistant%2Fdp%2FB0CL25X8NZ%2Fref%3Dsr_1_86_sspa%3Fkeywords%3DBags%26qid%3D1697641085%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,749,3.8 out of 5 stars,121,B0CL25X8NZ,FastInfo Shop,Not found
"Funk For Hire Leatherette Printed 2 in 1 Backpack Shoulder Bag Handbag fit up to 15.6"" Laptop",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODg2NTcyMDcwMjQxNjU1OjE2OTc2NDEwODU6c3BfbXRmOjIwMTUyNzA5Mjk0Mzk4OjowOjo&url=%2FFunk-Hire-Leatherette-Backpack-Shoulder%2Fdp%2FB08X4H3M6Y%2Fref%3Dsr_1_87_sspa%3Fkeywords%3DBags%26qid%3D1697641085%26sr%3D8-87-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,348",4.0 out of 5 stars,153,B08X4H3M6Y,Funk For Hire,Not found
Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,https://www.amazon.in/Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_88?keywords=Bags&qid=1697641085&sr=8-88,549,3.9 out of 5 stars,"8,003",B0C1NZLF67,Half_Moon,Not found
LARGE 60L TRAVEL BACKPACK FOR OUTDOOR SPORT HIKING TREKKING BAG CAMPING RUCKSACK,https://www.amazon.in/BACKPACK-OUTDOOR-TREKKING-CAMPING-RUCKSACK/dp/B0BR3YZ5BV/ref=sr_1_89?keywords=Bags&qid=1697641085&sr=8-89,499,4.5 out of 5 stars,"18,730",B0BR3YZ5BV,"BLUE CRAFT, MURAD NAGER, HYDERABAD, TELANGANA- 500028, MOB. 8008355628","This Stylish Trendsetter rucksack is stylish and appeals to today's generation and lifestyle. This tricking backpack is made of extremely tough and durable materials. It’s designed to carry and protect your belongings with spacious compartments and multiple pockets to carry your belongings. The larger main compartments with front easy to access pockets, side mesh pockets for water bottle storage provide generous storage in this sporty, durable backpack. Trendsetter is designed for the modern computer, fitting in overhead compartments or beneath the seat. Contains 2 Air mesh water bottle compartments. Grab It. Shoulder It. Grab and go handles. Padded shoulder straps keep you comfortable on the move"
"DARK HORSE Laptop Bag Leather Briefcase 15.6 Inch Messenger Bag Satchel for Men, Padded Laptop Compartment 12 Liters , Water Resistant Shoulder Bag with Strap, Durable Office Bag, for Laptop",https://www.amazon.in/DARK-HORSE-Briefcase-Messenger-Compartment/dp/B0BJZF92F6/ref=sr_1_90?keywords=Bags&qid=1697641085&sr=8-90,799,4.3 out of 5 stars,"3,162",B0BJZF92F6,DARK HORSE,"DARK HORSE Laptop Bag Made of heavy-duty and water-resistant synthetic leather fabric with a clean, convenient design to create a laptop case bag that is perfectly suited to modern life. It can protect your belongings from a small splash of water or light rain; nice stitching, well made, classic and stylish. It's a very durable laptop bag tablet bag. You can put a laptop, MacBook Pro, A4 books, iPad, glasses, wallet, keys, cell phone, umbrella, and document in the satchel bag. It's a comfortable and padded book bag for working, traveling, school, and casual everyday use. Ideal for men, women, teens, high school students, college students, boys, girls, etc. This bag is a great gift idea for Father's Day, Mother’s Day, Birthdays, Valentine's Day, Festivals, Graduation, or any occasion which calls for a gift."
Martucci 17 inch 30L Laptop Backpack for Men and Women Casual Waterproof Office Bag/School Bag/College Bag/Casual Bag/Unisex Travel Backpack with Reflective Strip(Black),https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_91?keywords=Bags&qid=1697641085&sr=8-91,519,4.3 out of 5 stars,"51,906",B088B4P6ZW,Martucci,Not found
Shalimar Premium OXO - Biodegradable Garbage Bags (Medium) Size 19 x 21 Inches 4 Rolls 120 Bags Dustbin Bag/Trash Bag - Black Color,https://www.amazon.in/Shalimar-Premium-Garbage-Medium-Rolls/dp/B07KT9Q54M/ref=sr_1_92?keywords=Bags&qid=1697641085&sr=8-92,269,4.3 out of 5 stars,"1,339",Not found,Not found,Not found
"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_93?keywords=Bags&qid=1697641085&sr=8-93,413,4.5 out of 5 stars,217,Sfane,14 October 2019,Not found
"Tetley Green Tea, Lemon And Honey, 100 Tea Bags, 140 Grams",https://www.amazon.in/Tetley-Green-Lemon-Honey-Bags/dp/B00MGFZGVK/ref=sr_1_94?keywords=Bags&qid=1697641085&sr=8-94,421,4.3 out of 5 stars,"1,818",Not found,Not found,"Tetley Green Tea is undoubtedly an excellent source of anti-oxidants. All the goodness now comes with immunity power of added Vitamin C with new Tetley Green Tea Immune Range. While anti-oxidants help cleanse your body from within, Vitamin C helps support your body’s immune system. This green tea with no calories provides many more benefits like boosting fat metabolism, helping to stay hydrated and helping to feel light and active. Driven by sustainability, these green tea bags are 100% plastic-free and staple-free. The flavoured variants contain 100% natural flavors. # A cup of green tea contains as much as 5 times (5X) the anti-oxidants in an apple. (‘USDA Database for the Flavonoid Content of Selected Foods’, Rel 3.3 March 2018)"
Gear Inspired Alive Moving 33L Large Water Resistant Travel Duffle Bag/Gym Bag/Sports Duffle for Men/Women (Blue),https://www.amazon.in/Gear-Inspired-Moving-training-DUFINDAVMVG05/dp/B08DV7YZL6/ref=sr_1_95?keywords=Bags&qid=1697641085&sr=8-95,399,4.5 out of 5 stars,24,B08DV7YZL6,Gear,"Gear Inspired Alive Moving 34 Ltrs Blue Travel Duffle for gym, sports, training (DUFINDAVMVG05)"
FASTiNFO 25L Laptop Backpack | Casual Travel Bagpack | College Bag | Travel Bag for Laptop | Water-Resistant | School Office Bag for Men and Women - (Grey),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODg2NTcyMDcwMjQxNjU1OjE2OTc2NDEwODU6c3BfYnRmOjMwMDA3NDMzMTQ5NTgzMjo6MDo6&url=%2FFASTiNFO-Backpack-Bagpack-Bag-Water-Resistant%2Fdp%2FB0CKZ31THG%2Fref%3Dsr_1_96_sspa%3Fkeywords%3DBags%26qid%3D1697641085%26sr%3D8-96-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,899,3.9 out of 5 stars,"3,853",B0CKZ31THG,FastInfo Legal Services Private Limited,"FastInfo Bags Polyester School/Laptop Backpack Is For The Trendy School/Laptop & College-Goers. Made From Polyester, This Backpack Is High on Durability. Its Padded, Adjustable Straps Provide Ample Comfort While Carrying it on Your Shoulders. This FR Bags Multi-Purpose Bag Features Three Compartments to Carry Your Everyday Essentials Or Basics Needed For The Next Short Trip. You May also Use It to Carry A Laptop to Office. A Zippered Compartment At The Front Lets You Store Stationery Items, Cables, Chargers, Pen Drives and More. This Backpack also Has A Mesh Bottle Holder on The Side to Keep You Hydrated on The Go! The Bag Represents The Thrill & Energy With Which Everyone Should Look to Achieve Their Tasks. If There Is Passion In What You Do, The Stresses Of Daily Life and All The Concerns That Come With It Would Disappear."
Amazon Basics Anti-Theft Laptop Bag | College Backpack with USB Charging Port,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODg2NTcyMDcwMjQxNjU1OjE2OTc2NDEwODU6c3BfYnRmOjMwMDA3MDAyMzk2NjczMjo6MDo6&url=%2FAmazon-Anti-Theft-College-Backpack-Charging%2Fdp%2FB0C666HMXW%2Fref%3Dsr_1_97_sspa%3Fkeywords%3DBags%26qid%3D1697641085%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,719,4.5 out of 5 stars,"4,529",Not found,Not found,Not found
VISMIINTREND Fashion Leather Anti Theft Backpack Handbag Shoulder Purse Bag with Sling Belt for Women and Girls | Casual | Travel | College | Work | Laptop | Office | Birthday | Gift | Wife | Diwali,https://aax-eu.amazon.in/x/c/RI6h4fL8NVHI2-oF2-6iTG8AAAGLQ0s-jgMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICDmG94S/https://www.amazon.in/VISMIINTREND%C2%AE-Backpack-Fashion-Stylish-Tuitions/dp/B0832PKFDS/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=Bags&keywords=Bags&pd_rd_i=B0832PKFDS&pd_rd_r=c87b84cc-3b6a-4c9f-8d00-2df0e1ce1a51&pd_rd_w=iwHqB&pd_rd_wg=M2zf5&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=HKPK0NP8BSJ2H7XFHQ8G&qid=1697641085&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sr=1-81-ad43fbe4-6f9c-4603-ab45-acb189caa93f,"1,349",4.4 out of 5 stars,73,B0832PKFDS,Beena IInternationals,Not found
"WALKENT Premium 15.6 Inch Laptop Bag | External USB | Waterproof Backpack | Cushioned Straps | Multi Pockets | For Office, College, Men, Women - Urban, 28 Ltrs",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDg3OTg1Mjc5MzAyNjU1OjE2OTc2NDEwOTI6c3BfYXRmX25leHQ6MzAwMDM1Njk0NTQwNjMyOjowOjo&url=%2FWALKENT-External-Waterproof-Backpack-Cushioned%2Fdp%2FB0BZZFK9XG%2Fref%3Dsr_1_97_sspa%3Fkeywords%3DBags%26qid%3D1697641092%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"2,990",3.8 out of 5 stars,148,B0BZZFK9XG,Walkent OEM Baoding,"WALKENT Urban Laptop Bag is one the most versatile laptop, computer, tablet bag. With Durable, Long Lasting Mountain Oxford Cloth finish with durable material quality, this laptop backpack is something that everyone with laptop will need

Why Buy the Urban Laptop Bag?
➡️ Separate Laptop Compartment: Fits under 15.6"" Inch Laptops
➡️ Water Repellent and Scratch Resistant Oxford Fabric outer material
➡️ Headphone / USB Cable Hole in right side of the bag to easily charge your phone or listen to music with phone tucked away inside
➡️ Separate Compartment for Laptops and other items like pens, daily necessities, tech products etc…
➡️ Cushioned Laptop Compartment for better protection of your gadgets and work essentials
➡️ Padded straps and bag back makes carrying this bag easy and comfortable. It makes carrying heaviest of lead lightweight
➡️ Best Gifting Idea. Practical birthday gifts and functional present for those who go to work, office, college, traveling
➡️ Durable Materials with high quality zipper makes this backpack long lasting and sturdy

Now get STYLE WITH FUNCTIONALITY with the WALKENT Urban Laptop Bag.

BUY NOW!!!"
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDg3OTg1Mjc5MzAyNjU1OjE2OTc2NDEwOTI6c3BfYXRmX25leHQ6MjAwOTEwODkyNDY4OTg6OjA6Og&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB0BJ32LQ6X%2Fref%3Dsr_1_98_sspa%3Fkeywords%3DBags%26qid%3D1697641092%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,689,3.5 out of 5 stars,"26,279",B0BJ32LQ6X,Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QBD333/ref=sr_1_99?keywords=Bags&qid=1697641092&sr=8-99,"1,299",3.4 out of 5 stars,23,B089QBD333,Arctic Fox,"Introducing Slope Anti-Theft backpack to secure your essentials. A Multi-functional Laptop bag that has feature-rich updates like Anti-theft, mobile charging port, and a new tech-inspired design making it a prefect bag for laptop to organize your electronics and simplify your life on-the-go.."
Red Lemon BANGE Waterproof TPU Unisex Travel Crossbody Sling Bag Chest Pack with USB charging,https://www.amazon.in/Red-Lemon-Waterproof-Crossbody-charging/dp/B0B12WH5ND/ref=sr_1_100?keywords=Bags&qid=1697641092&sr=8-100,"1,797",3.6 out of 5 stars,113,B0B12WH5ND,Encon Impex Pvt Ltd,Not found
"Half Moon 40L Waterproof Laptop Bag | Rucksack Bags for Men/Trekking Bags for Men | With Laptop Compartment & Rain cover | For Trekking, Hiking, Travel Backpack for Men & Women",https://www.amazon.in/Half-Moon-Rucksack-Bags-Compartment/dp/B09S14TTG6/ref=sr_1_101?keywords=Bags&qid=1697641092&sr=8-101,689,4.2 out of 5 stars,"15,746",B09S14TTG6,Half_Moon,"This backpack is lightweight water-resistant, capacity of approx 40 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for all your requirements also having a Rain cover."
M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),https://www.amazon.in/MEDLER-Nylon-Expandable-Duffel-Trolley/dp/B07MWD4D4W/ref=sr_1_97?keywords=Bags&qid=1697641092&sr=8-97,399,3.8 out of 5 stars,"1,337",BREGGABOG INDIA PRIVATE LIMITED,16 January 2019,Not found
EUME Kolkata Knight Riders 19 Ltrs Drawstring Backpack with 1 Compartment Men & Women Fit Up to 13.3 inch Laptop Black Color,https://www.amazon.in/EUME-Kolkata-Drawstring-Backpack-Compartment/dp/B0BX9P4MJ7/ref=sr_1_98?keywords=Bags&qid=1697641092&sr=8-98,199,4.5 out of 5 stars,25,Not found,Not found,"EUME IPL Team Drawstring Backpack. Multipurpose: suitable for business, school, hiking, travelling, camping, sports, school. To meet all your travel needs. Durable: made with superior Polyester fabric material and ensured for maximum durability and making the texture become ultra-durable and better ventilation not easy to deformation. You can to adjust the length of the shoulder straps if you need. Well-made and designed: it's attractive and functional looking. The whole backpack were designed and built very well"
Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,https://www.amazon.in/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_99?keywords=Bags&qid=1697641092&sr=8-99,459,4.1 out of 5 stars,22,B09CMS3K2S,Half_Moon,Not found
G 1 Disposable Garbage / Dustbin Bags | Medium Size | Pack of 4 | 30 Bags/Pack | Black Color | 19X21 Inches (Plastic),https://www.amazon.in/G-1-Medium-Disposable-Garbage-Dustbin/dp/B077RJ1YMW/ref=sr_1_100?keywords=Bags&qid=1697641092&sr=8-100,208,4.5 out of 5 stars,"4,616",Not found,Not found,Not found
POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 LTR Hedge Polyester - Black- Medium,https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_101?keywords=Bags&qid=1697641092&sr=8-101,"1,329",4.0 out of 5 stars,650,PTO0,B09CQ5T3LN,Not found
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Black 35L, Unisex Bag",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDg3OTg1Mjc5MzAyNjU1OjE2OTc2NDEwOTI6c3BfbXRmOjMwMDAxNDkzMTQ4NDQzMjo6MDo6&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9GMMJQX%2Fref%3Dsr_1_102_sspa%3Fkeywords%3DBags%26qid%3D1697641092%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,999,4.3 out of 5 stars,"10,324",B0C9GMMJQX,STRABO BAGS AND ACCESSORIES LLP,Not found
Aristocrat Hi Space 40L Unisex Wine Laptop Bags,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDg3OTg1Mjc5MzAyNjU1OjE2OTc2NDEwOTI6c3BfbXRmOjMwMDAwODAyMDU4OTczMjo6MDo6&url=%2FAristocrat-Space-Unisex-Wine-Laptop%2Fdp%2FB0B5YGJQSV%2Fref%3Dsr_1_103_sspa%3Fkeywords%3DBags%26qid%3D1697641092%26sr%3D8-103-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,952,4.2 out of 5 stars,599,B0B5YGJQSV,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Stylish, affordable and spacious compartmentS. Super spacious - 40 litre space 3 Spacious Compartments Quick access front pocket Organizer Premium and Durable Fabric Rain Cover Coin Pocket Padded Grab Handle"
Shalimar Premium OXO - Biodegradable Garbage Bags Size 24 X 32 Inches (Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,https://www.amazon.in/Shalimar-Premium-Garbage-Large-Rolls/dp/B07KT98RKS/ref=sr_1_104?keywords=Bags&qid=1697641092&sr=8-104,299,4.3 out of 5 stars,79,Not found,Not found,Not found
AUXTER DELUXE Casual School College office Travel Backpack - 18 Design,https://www.amazon.in/AUXTER-DELUXE-Casual-Backpack-Black/dp/B09HNP99YX/ref=sr_1_105?keywords=Bags&qid=1697641092&sr=8-105,791,3.8 out of 5 stars,556,B09HNP99YX,GEE KAY ENTERPRISES,Not found
"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sr_1_106?keywords=Bags&qid=1697641092&sr=8-106,299,4.4 out of 5 stars,544,PrestoOBD-L15bagsPO6,B0821PYKVK,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Large in size, they easily fit any large dustbins, allowing you to clean out overflowing trash. Or store away old clothes for donation or clear out your yard, garden or basement. Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. They are available in black colour in a pack of 6 rolls, and each roll contains 15 bags for your convenience."
"The Purple Tree Canvas Tote Bag For Women - 1 Pc , women tote bag , canvas tote bag , printed tote bag , printed canvas tote bag , stylish bags for women TBAG00422",https://www.amazon.in/Purple-Tree-Canvas-Tote-Women/dp/B07PDYTXD7/ref=sr_1_107?keywords=Bags&qid=1697641092&sr=8-107,349,4.0 out of 5 stars,8,B07PDYTXD7,the purple tree,Not found
